State,County,"Deaths per 100,000",Gender,Race/Ethnicity,Geographical Coordinates
AK,"Aleutians East, AK",105.3,Overall,Overall,"(55.440626, -161.962562)"
AK,"Aleutians West, AK",211.9,Overall,Overall,"(52.995403, -170.251538)"
AK,"Anchorage, AK",257.9,Overall,Overall,"(61.159049, -149.103905)"
AK,"Bethel, AK",351.6,Overall,Overall,"(60.924483, -159.749655)"
AK,"Denali, AK",305.5,Overall,Overall,"(63.678399, -149.962076)"
AK,"Dillingham, AK",411.6,Overall,Overall,"(59.803151, -158.181608)"
AK,"Fairbanks North Star, AK",305.7,Overall,Overall,"(64.809327, -146.586265)"
AK,"Haines, AK",295.7,Overall,Overall,"(59.140721, -135.513878)"
AK,"Juneau, AK",295.7,Overall,Overall,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",299.4,Overall,Overall,"(60.271254, -151.556972)"
AK,"Ketchikan Gateway, AK",326.8,Overall,Overall,"(55.559161, -131.351892)"
AK,"Kodiak Island, AK",274.8,Overall,Overall,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",387.0,Overall,Overall,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",244.7,Overall,Overall,"(62.31628, -149.600476)"
AK,"Nome, AK",378.8,Overall,Overall,"(64.90346, -163.947945)"
AK,"North Slope, AK",327.4,Overall,Overall,"(69.309889, -153.398986)"
AK,"Northwest Arctic, AK",338.3,Overall,Overall,"(67.065111, -159.726506)"
AK,"Sitka, AK",261.9,Overall,Overall,"(57.237666, -135.284752)"
AK,"Southeast Fairbanks, AK",290.0,Overall,Overall,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",267.9,Overall,Overall,"(61.536161, -144.339956)"
AK,"Wade Hampton, AK",377.4,Overall,Overall,"(62.159714, -163.349484)"
AK,"Yukon-Koyukuk, AK",297.8,Overall,Overall,"(65.50404, -151.41038)"
AK,"Aleutians West, AK",347.9,Male,Overall,"(52.995403, -170.251538)"
AK,"Anchorage, AK",332.1,Male,Overall,"(61.159049, -149.103905)"
AK,"Bethel, AK",489.8,Male,Overall,"(60.924483, -159.749655)"
AK,"Denali, AK",401.2,Male,Overall,"(63.678399, -149.962076)"
AK,"Dillingham, AK",569.0,Male,Overall,"(59.803151, -158.181608)"
AK,"Fairbanks North Star, AK",401.2,Male,Overall,"(64.809327, -146.586265)"
AK,"Haines, AK",408.1,Male,Overall,"(59.140721, -135.513878)"
AK,"Juneau, AK",368.0,Male,Overall,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",367.1,Male,Overall,"(60.271254, -151.556972)"
AK,"Ketchikan Gateway, AK",496.9,Male,Overall,"(55.559161, -131.351892)"
AK,"Kodiak Island, AK",396.0,Male,Overall,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",526.8,Male,Overall,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",306.3,Male,Overall,"(62.31628, -149.600476)"
AK,"Nome, AK",503.6,Male,Overall,"(64.90346, -163.947945)"
AK,"North Slope, AK",452.7,Male,Overall,"(69.309889, -153.398986)"
AK,"Northwest Arctic, AK",453.6,Male,Overall,"(67.065111, -159.726506)"
AK,"Sitka, AK",312.0,Male,Overall,"(57.237666, -135.284752)"
AK,"Southeast Fairbanks, AK",345.1,Male,Overall,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",332.2,Male,Overall,"(61.536161, -144.339956)"
AK,"Wade Hampton, AK",507.9,Male,Overall,"(62.159714, -163.349484)"
AK,"Yukon-Koyukuk, AK",387.9,Male,Overall,"(65.50404, -151.41038)"
AK,"Anchorage, AK",196.5,Female,Overall,"(61.159049, -149.103905)"
AK,"Bethel, AK",218.9,Female,Overall,"(60.924483, -159.749655)"
AK,"Denali, AK",212.9,Female,Overall,"(63.678399, -149.962076)"
AK,"Dillingham, AK",260.4,Female,Overall,"(59.803151, -158.181608)"
AK,"Fairbanks North Star, AK",212.2,Female,Overall,"(64.809327, -146.586265)"
AK,"Haines, AK",228.2,Female,Overall,"(59.140721, -135.513878)"
AK,"Juneau, AK",228.2,Female,Overall,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",213.9,Female,Overall,"(60.271254, -151.556972)"
AK,"Ketchikan Gateway, AK",164.3,Female,Overall,"(55.559161, -131.351892)"
AK,"Kodiak Island, AK",174.5,Female,Overall,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",226.9,Female,Overall,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",199.4,Female,Overall,"(62.31628, -149.600476)"
AK,"Nome, AK",279.0,Female,Overall,"(64.90346, -163.947945)"
AK,"North Slope, AK",227.7,Female,Overall,"(69.309889, -153.398986)"
AK,"Northwest Arctic, AK",242.5,Female,Overall,"(67.065111, -159.726506)"
AK,"Sitka, AK",213.3,Female,Overall,"(57.237666, -135.284752)"
AK,"Skagway-Hoonah-Angoon, AK",181.2,Female,Overall,"(58.268082, -135.254153)"
AK,"Southeast Fairbanks, AK",199.8,Female,Overall,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",202.0,Female,Overall,"(61.536161, -144.339956)"
AK,"Wade Hampton, AK",255.8,Female,Overall,"(62.159714, -163.349484)"
AK,"Yukon-Koyukuk, AK",208.6,Female,Overall,"(65.50404, -151.41038)"
AK,"Anchorage, AK",253.4,Overall,White,"(61.159049, -149.103905)"
AK,"Bethel, AK",293.2,Overall,White,"(60.924483, -159.749655)"
AK,"Denali, AK",309.2,Overall,White,"(63.678399, -149.962076)"
AK,"Fairbanks North Star, AK",309.2,Overall,White,"(64.809327, -146.586265)"
AK,"Haines, AK",259.5,Overall,White,"(59.140721, -135.513878)"
AK,"Juneau, AK",259.5,Overall,White,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",289.9,Overall,White,"(60.271254, -151.556972)"
AK,"Ketchikan Gateway, AK",354.4,Overall,White,"(55.559161, -131.351892)"
AK,"Kodiak Island, AK",288.5,Overall,White,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",327.0,Overall,White,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",253.5,Overall,White,"(62.31628, -149.600476)"
AK,"North Slope, AK",126.0,Overall,White,"(69.309889, -153.398986)"
AK,"Sitka, AK",241.8,Overall,White,"(57.237666, -135.284752)"
AK,"Southeast Fairbanks, AK",298.9,Overall,White,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",254.2,Overall,White,"(61.536161, -144.339956)"
AK,"Yukon-Koyukuk, AK",272.0,Overall,White,"(65.50404, -151.41038)"
AK,"Anchorage, AK",317.5,Male,White,"(61.159049, -149.103905)"
AK,"Denali, AK",400.7,Male,White,"(63.678399, -149.962076)"
AK,"Fairbanks North Star, AK",401.0,Male,White,"(64.809327, -146.586265)"
AK,"Haines, AK",385.5,Male,White,"(59.140721, -135.513878)"
AK,"Juneau, AK",281.6,Male,White,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",353.8,Male,White,"(60.271254, -151.556972)"
AK,"Ketchikan Gateway, AK",550.9,Male,White,"(55.559161, -131.351892)"
AK,"Kodiak Island, AK",414.2,Male,White,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",529.3,Male,White,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",308.0,Male,White,"(62.31628, -149.600476)"
AK,"North Slope, AK",61.5,Male,White,"(69.309889, -153.398986)"
AK,"Sitka, AK",319.9,Male,White,"(57.237666, -135.284752)"
AK,"Southeast Fairbanks, AK",349.0,Male,White,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",317.7,Male,White,"(61.536161, -144.339956)"
AK,"Yukon-Koyukuk, AK",367.3,Male,White,"(65.50404, -151.41038)"
AK,"Anchorage, AK",197.6,Female,White,"(61.159049, -149.103905)"
AK,"Bethel, AK",209.1,Female,White,"(60.924483, -159.749655)"
AK,"Denali, AK",214.8,Female,White,"(63.678399, -149.962076)"
AK,"Fairbanks North Star, AK",214.9,Female,White,"(64.809327, -146.586265)"
AK,"Haines, AK",223.6,Female,White,"(59.140721, -135.513878)"
AK,"Juneau, AK",223.6,Female,White,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",207.0,Female,White,"(60.271254, -151.556972)"
AK,"Ketchikan Gateway, AK",161.2,Female,White,"(55.559161, -131.351892)"
AK,"Kodiak Island, AK",192.8,Female,White,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",215.8,Female,White,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",198.9,Female,White,"(62.31628, -149.600476)"
AK,"Sitka, AK",183.2,Female,White,"(57.237666, -135.284752)"
AK,"Southeast Fairbanks, AK",204.5,Female,White,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",202.5,Female,White,"(61.536161, -144.339956)"
AK,"Yukon-Koyukuk, AK",203.1,Female,White,"(65.50404, -151.41038)"
AK,"Anchorage, AK",220.4,Overall,Black,"(61.159049, -149.103905)"
AK,"Fairbanks North Star, AK",414.6,Overall,Black,"(64.809327, -146.586265)"
AK,"Kenai Peninsula, AK",216.6,Overall,Black,"(60.271254, -151.556972)"
AK,"Matanuska-Susitna, AK",216.5,Overall,Black,"(62.31628, -149.600476)"
AK,"Anchorage, AK",301.6,Male,Black,"(61.159049, -149.103905)"
AK,"Kenai Peninsula, AK",295.3,Male,Black,"(60.271254, -151.556972)"
AK,"Matanuska-Susitna, AK",295.5,Male,Black,"(62.31628, -149.600476)"
AK,"Valdez-Cordova, AK",299.1,Male,Black,"(61.536161, -144.339956)"
AK,"Anchorage, AK",149.2,Female,Black,"(61.159049, -149.103905)"
AK,"Anchorage, AK",98.7,Overall,Hispanic,"(61.159049, -149.103905)"
AK,"Fairbanks North Star, AK",153.3,Overall,Hispanic,"(64.809327, -146.586265)"
AK,"Kenai Peninsula, AK",79.4,Overall,Hispanic,"(60.271254, -151.556972)"
AK,"Matanuska-Susitna, AK",60.6,Overall,Hispanic,"(62.31628, -149.600476)"
AK,"Valdez-Cordova, AK",180.5,Overall,Hispanic,"(61.536161, -144.339956)"
AK,"Anchorage, AK",136.2,Male,Hispanic,"(61.159049, -149.103905)"
AK,"Anchorage, AK",67.2,Female,Hispanic,"(61.159049, -149.103905)"
AK,"Anchorage, AK",214.9,Overall,Asian and Pacific Islander,"(61.159049, -149.103905)"
AK,"Kenai Peninsula, AK",125.0,Overall,Asian and Pacific Islander,"(60.271254, -151.556972)"
AL,"Bibb County, AL",433.8,Overall,Overall,"(32.999586, -87.128286)"
AK,"Matanuska-Susitna, AK",94.6,Overall,Asian and Pacific Islander,"(62.31628, -149.600476)"
AK,"Anchorage, AK",269.3,Male,Asian and Pacific Islander,"(61.159049, -149.103905)"
AK,"Kenai Peninsula, AK",211.5,Male,Asian and Pacific Islander,"(60.271254, -151.556972)"
AK,"Matanuska-Susitna, AK",165.9,Male,Asian and Pacific Islander,"(62.31628, -149.600476)"
AK,"Anchorage, AK",174.8,Female,Asian and Pacific Islander,"(61.159049, -149.103905)"
AK,"Kenai Peninsula, AK",144.5,Female,Asian and Pacific Islander,"(60.271254, -151.556972)"
AK,"Matanuska-Susitna, AK",161.3,Female,Asian and Pacific Islander,"(62.31628, -149.600476)"
AK,"Valdez-Cordova, AK",160.8,Female,Asian and Pacific Islander,"(61.536161, -144.339956)"
AK,"Anchorage, AK",477.9,Overall,American Indian and Alaskan Native,"(61.159049, -149.103905)"
AK,"Bethel, AK",391.9,Overall,American Indian and Alaskan Native,"(60.924483, -159.749655)"
AK,"Denali, AK",406.5,Overall,American Indian and Alaskan Native,"(63.678399, -149.962076)"
AK,"Dillingham, AK",456.8,Overall,American Indian and Alaskan Native,"(59.803151, -158.181608)"
AK,"Fairbanks North Star, AK",379.6,Overall,American Indian and Alaskan Native,"(64.809327, -146.586265)"
AK,"Haines, AK",551.3,Overall,American Indian and Alaskan Native,"(59.140721, -135.513878)"
AK,"Juneau, AK",551.3,Overall,American Indian and Alaskan Native,"(58.478434, -134.150437)"
AK,"Kenai Peninsula, AK",509.4,Overall,American Indian and Alaskan Native,"(60.271254, -151.556972)"
AK,"Kodiak Island, AK",584.2,Overall,American Indian and Alaskan Native,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",482.9,Overall,American Indian and Alaskan Native,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",325.4,Overall,American Indian and Alaskan Native,"(62.31628, -149.600476)"
AK,"Nome, AK",431.7,Overall,American Indian and Alaskan Native,"(64.90346, -163.947945)"
AK,"North Slope, AK",380.8,Overall,American Indian and Alaskan Native,"(69.309889, -153.398986)"
AK,"Northwest Arctic, AK",411.3,Overall,American Indian and Alaskan Native,"(67.065111, -159.726506)"
AK,"Southeast Fairbanks, AK",336.0,Overall,American Indian and Alaskan Native,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",439.3,Overall,American Indian and Alaskan Native,"(61.536161, -144.339956)"
AK,"Wade Hampton, AK",417.1,Overall,American Indian and Alaskan Native,"(62.159714, -163.349484)"
AK,"Yukon-Koyukuk, AK",384.4,Overall,American Indian and Alaskan Native,"(65.50404, -151.41038)"
AK,"Anchorage, AK",789.0,Male,American Indian and Alaskan Native,"(61.159049, -149.103905)"
AK,"Bethel, AK",570.8,Male,American Indian and Alaskan Native,"(60.924483, -159.749655)"
AK,"Denali, AK",594.5,Male,American Indian and Alaskan Native,"(63.678399, -149.962076)"
AK,"Dillingham, AK",598.0,Male,American Indian and Alaskan Native,"(59.803151, -158.181608)"
AK,"Fairbanks North Star, AK",524.1,Male,American Indian and Alaskan Native,"(64.809327, -146.586265)"
AK,"Kenai Peninsula, AK",870.5,Male,American Indian and Alaskan Native,"(60.271254, -151.556972)"
AK,"Kodiak Island, AK",944.8,Male,American Indian and Alaskan Native,"(57.715045, -153.83609)"
AK,"Lake and Peninsula, AK",699.9,Male,American Indian and Alaskan Native,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",457.7,Male,American Indian and Alaskan Native,"(62.31628, -149.600476)"
AK,"Nome, AK",560.1,Male,American Indian and Alaskan Native,"(64.90346, -163.947945)"
AK,"North Slope, AK",554.3,Male,American Indian and Alaskan Native,"(69.309889, -153.398986)"
AK,"Northwest Arctic, AK",556.2,Male,American Indian and Alaskan Native,"(67.065111, -159.726506)"
AK,"Southeast Fairbanks, AK",473.4,Male,American Indian and Alaskan Native,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",707.3,Male,American Indian and Alaskan Native,"(61.536161, -144.339956)"
AK,"Wade Hampton, AK",553.4,Male,American Indian and Alaskan Native,"(62.159714, -163.349484)"
AK,"Yukon-Koyukuk, AK",548.2,Male,American Indian and Alaskan Native,"(65.50404, -151.41038)"
AK,"Anchorage, AK",292.4,Female,American Indian and Alaskan Native,"(61.159049, -149.103905)"
AK,"Bethel, AK",288.6,Female,American Indian and Alaskan Native,"(60.924483, -159.749655)"
AK,"Dillingham, AK",298.2,Female,American Indian and Alaskan Native,"(59.803151, -158.181608)"
AK,"Fairbanks North Star, AK",252.6,Female,American Indian and Alaskan Native,"(64.809327, -146.586265)"
AK,"Kenai Peninsula, AK",286.5,Female,American Indian and Alaskan Native,"(60.271254, -151.556972)"
AK,"Lake and Peninsula, AK",309.6,Female,American Indian and Alaskan Native,"(58.652287, -156.184325)"
AK,"Matanuska-Susitna, AK",274.3,Female,American Indian and Alaskan Native,"(62.31628, -149.600476)"
AK,"Nome, AK",333.7,Female,American Indian and Alaskan Native,"(64.90346, -163.947945)"
AK,"North Slope, AK",248.7,Female,American Indian and Alaskan Native,"(69.309889, -153.398986)"
AK,"Northwest Arctic, AK",291.5,Female,American Indian and Alaskan Native,"(67.065111, -159.726506)"
AK,"Southeast Fairbanks, AK",225.4,Female,American Indian and Alaskan Native,"(63.867414, -143.22069)"
AK,"Valdez-Cordova, AK",285.9,Female,American Indian and Alaskan Native,"(61.536161, -144.339956)"
AK,"Wade Hampton, AK",299.0,Female,American Indian and Alaskan Native,"(62.159714, -163.349484)"
AK,"Yukon-Koyukuk, AK",267.2,Female,American Indian and Alaskan Native,"(65.50404, -151.41038)"
AL,"Autauga County, AL",425.0,Overall,Overall,"(32.540743, -86.642658)"
AL,"Baldwin County, AL",383.5,Overall,Overall,"(30.74338, -87.725037)"
AL,"Barbour County, AL",493.8,Overall,Overall,"(31.875526, -85.392733)"
AL,"Blount County, AL",416.5,Overall,Overall,"(33.9833, -86.566107)"
AL,"Bullock County, AL",433.1,Overall,Overall,"(32.105445, -85.716374)"
AL,"Butler County, AL",467.0,Overall,Overall,"(31.756743, -86.685543)"
AL,"Calhoun County, AL",586.1,Overall,Overall,"(33.776116, -85.827265)"
AL,"Chambers County, AL",389.4,Overall,Overall,"(32.918605, -85.389755)"
AL,"Cherokee County, AL",490.8,Overall,Overall,"(34.175592, -85.60109)"
AL,"Chilton County, AL",537.9,Overall,Overall,"(32.85542, -86.717847)"
AL,"Choctaw County, AL",538.8,Overall,Overall,"(32.023039, -88.263625)"
AL,"Clarke County, AL",453.5,Overall,Overall,"(31.685276, -87.828202)"
AL,"Clay County, AL",549.7,Overall,Overall,"(33.275512, -85.861243)"
AL,"Cleburne County, AL",546.9,Overall,Overall,"(33.676437, -85.521058)"
AL,"Coffee County, AL",413.1,Overall,Overall,"(31.408678, -85.987616)"
AL,"Colbert County, AL",542.3,Overall,Overall,"(34.700954, -87.805794)"
AL,"Conecuh County, AL",478.5,Overall,Overall,"(31.436316, -86.992084)"
AL,"Coosa County, AL",453.4,Overall,Overall,"(32.940608, -86.246358)"
AL,"Covington County, AL",495.6,Overall,Overall,"(31.249891, -86.449316)"
AL,"Crenshaw County, AL",474.9,Overall,Overall,"(31.738498, -86.315231)"
AL,"Cullman County, AL",435.4,Overall,Overall,"(34.135642, -86.864859)"
AL,"Dale County, AL",433.8,Overall,Overall,"(31.437921, -85.612525)"
AL,"Dallas County, AL",584.0,Overall,Overall,"(32.331714, -87.103947)"
AL,"DeKalb County, AL",545.1,Overall,Overall,"(34.462067, -85.803144)"
AL,"Elmore County, AL",456.5,Overall,Overall,"(32.599774, -86.150224)"
AL,"Escambia County, AL",469.1,Overall,Overall,"(31.133221, -87.162551)"
AL,"Etowah County, AL",551.0,Overall,Overall,"(34.048713, -86.037592)"
AL,"Fayette County, AL",463.4,Overall,Overall,"(33.726047, -87.737656)"
AL,"Franklin County, AL",528.0,Overall,Overall,"(34.445544, -87.843784)"
AL,"Geneva County, AL",445.3,Overall,Overall,"(31.100302, -85.833243)"
AL,"Greene County, AL",488.2,Overall,Overall,"(32.861522, -87.9517)"
AL,"Hale County, AL",479.2,Overall,Overall,"(32.769973, -87.626815)"
AL,"Henry County, AL",409.9,Overall,Overall,"(31.528365, -85.241061)"
AL,"Houston County, AL",372.4,Overall,Overall,"(31.163114, -85.295081)"
AL,"Jackson County, AL",515.4,Overall,Overall,"(34.784419, -85.993741)"
AL,"Jefferson County, AL",382.0,Overall,Overall,"(33.558145, -86.898116)"
AL,"Lamar County, AL",478.4,Overall,Overall,"(33.78226, -88.094104)"
AL,"Lauderdale County, AL",391.3,Overall,Overall,"(34.905347, -87.644897)"
AL,"Lawrence County, AL",506.9,Overall,Overall,"(34.524888, -87.309085)"
AL,"Lee County, AL",370.6,Overall,Overall,"(32.605632, -85.354778)"
AL,"Limestone County, AL",449.9,Overall,Overall,"(34.816826, -86.981625)"
AL,"Lowndes County, AL",442.5,Overall,Overall,"(32.160667, -86.649084)"
AL,"Macon County, AL",555.7,Overall,Overall,"(32.393582, -85.69193)"
AL,"Madison County, AL",387.1,Overall,Overall,"(34.765116, -86.548305)"
AL,"Marengo County, AL",550.4,Overall,Overall,"(32.252503, -87.787786)"
AL,"Marion County, AL",570.4,Overall,Overall,"(34.140618, -87.885921)"
AL,"Marshall County, AL",507.7,Overall,Overall,"(34.373461, -86.301726)"
AL,"Mobile County, AL",446.2,Overall,Overall,"(30.801931, -88.209318)"
AL,"Monroe County, AL",393.7,Overall,Overall,"(31.57641, -87.363884)"
AL,"Montgomery County, AL",361.2,Overall,Overall,"(32.22779, -86.207305)"
AL,"Morgan County, AL",467.5,Overall,Overall,"(34.45678, -86.853086)"
AL,"Perry County, AL",543.2,Overall,Overall,"(32.640101, -87.292576)"
AL,"Pickens County, AL",463.2,Overall,Overall,"(33.285701, -88.089005)"
AL,"Pike County, AL",423.1,Overall,Overall,"(31.809652, -85.94098)"
AL,"Randolph County, AL",561.9,Overall,Overall,"(33.302268, -85.45696)"
AL,"Russell County, AL",353.5,Overall,Overall,"(32.294434, -85.183533)"
AL,"St. Clair County, AL",441.3,Overall,Overall,"(33.714796, -86.317073)"
AL,"Shelby County, AL",307.3,Overall,Overall,"(33.272349, -86.662124)"
AL,"Sumter County, AL",485.5,Overall,Overall,"(32.592159, -88.198779)"
AL,"Talladega County, AL",464.0,Overall,Overall,"(33.38655, -86.165729)"
AL,"Tallapoosa County, AL",436.8,Overall,Overall,"(32.870228, -85.796142)"
AL,"Tuscaloosa County, AL",415.2,Overall,Overall,"(33.297694, -87.520245)"
AL,"Walker County, AL",668.2,Overall,Overall,"(33.808663, -87.297984)"
AL,"Washington County, AL",514.9,Overall,Overall,"(31.414015, -88.206517)"
AL,"Wilcox County, AL",758.0,Overall,Overall,"(31.997603, -87.309377)"
AL,"Winston County, AL",442.8,Overall,Overall,"(34.155045, -87.372984)"
AL,"Autauga County, AL",533.8,Male,Overall,"(32.540743, -86.642658)"
AL,"Baldwin County, AL",482.4,Male,Overall,"(30.74338, -87.725037)"
AL,"Barbour County, AL",630.4,Male,Overall,"(31.875526, -85.392733)"
AL,"Bibb County, AL",555.4,Male,Overall,"(32.999586, -87.128286)"
AL,"Blount County, AL",506.2,Male,Overall,"(33.9833, -86.566107)"
AL,"Bullock County, AL",504.0,Male,Overall,"(32.105445, -85.716374)"
AL,"Butler County, AL",570.6,Male,Overall,"(31.756743, -86.685543)"
AL,"Calhoun County, AL",726.4,Male,Overall,"(33.776116, -85.827265)"
AL,"Chambers County, AL",500.3,Male,Overall,"(32.918605, -85.389755)"
AL,"Cherokee County, AL",598.0,Male,Overall,"(34.175592, -85.60109)"
AL,"Chilton County, AL",632.0,Male,Overall,"(32.85542, -86.717847)"
AL,"Choctaw County, AL",661.8,Male,Overall,"(32.023039, -88.263625)"
AL,"Clarke County, AL",595.1,Male,Overall,"(31.685276, -87.828202)"
AL,"Clay County, AL",615.6,Male,Overall,"(33.275512, -85.861243)"
AL,"Cleburne County, AL",659.5,Male,Overall,"(33.676437, -85.521058)"
AL,"Coffee County, AL",521.2,Male,Overall,"(31.408678, -85.987616)"
AL,"Colbert County, AL",672.7,Male,Overall,"(34.700954, -87.805794)"
AL,"Conecuh County, AL",581.4,Male,Overall,"(31.436316, -86.992084)"
AL,"Coosa County, AL",567.5,Male,Overall,"(32.940608, -86.246358)"
AL,"Covington County, AL",646.4,Male,Overall,"(31.249891, -86.449316)"
AL,"Crenshaw County, AL",654.0,Male,Overall,"(31.738498, -86.315231)"
AL,"Cullman County, AL",470.3,Male,Overall,"(34.135642, -86.864859)"
AL,"Dale County, AL",556.0,Male,Overall,"(31.437921, -85.612525)"
AL,"Dallas County, AL",719.4,Male,Overall,"(32.331714, -87.103947)"
AL,"DeKalb County, AL",679.9,Male,Overall,"(34.462067, -85.803144)"
AL,"Elmore County, AL",569.5,Male,Overall,"(32.599774, -86.150224)"
AL,"Escambia County, AL",570.6,Male,Overall,"(31.133221, -87.162551)"
AL,"Etowah County, AL",700.8,Male,Overall,"(34.048713, -86.037592)"
AL,"Fayette County, AL",622.9,Male,Overall,"(33.726047, -87.737656)"
AL,"Franklin County, AL",650.5,Male,Overall,"(34.445544, -87.843784)"
AL,"Geneva County, AL",568.6,Male,Overall,"(31.100302, -85.833243)"
AL,"Greene County, AL",615.7,Male,Overall,"(32.861522, -87.9517)"
AL,"Hale County, AL",594.0,Male,Overall,"(32.769973, -87.626815)"
AL,"Henry County, AL",545.9,Male,Overall,"(31.528365, -85.241061)"
AL,"Houston County, AL",455.6,Male,Overall,"(31.163114, -85.295081)"
AL,"Jackson County, AL",634.6,Male,Overall,"(34.784419, -85.993741)"
AL,"Jefferson County, AL",491.6,Male,Overall,"(33.558145, -86.898116)"
AL,"Lamar County, AL",598.2,Male,Overall,"(33.78226, -88.094104)"
AL,"Lauderdale County, AL",477.9,Male,Overall,"(34.905347, -87.644897)"
AL,"Lawrence County, AL",592.8,Male,Overall,"(34.524888, -87.309085)"
AL,"Lee County, AL",457.3,Male,Overall,"(32.605632, -85.354778)"
AL,"Limestone County, AL",550.9,Male,Overall,"(34.816826, -86.981625)"
AL,"Lowndes County, AL",501.6,Male,Overall,"(32.160667, -86.649084)"
AL,"Macon County, AL",711.0,Male,Overall,"(32.393582, -85.69193)"
AL,"Madison County, AL",477.4,Male,Overall,"(34.765116, -86.548305)"
AL,"Marengo County, AL",651.2,Male,Overall,"(32.252503, -87.787786)"
AL,"Marion County, AL",668.5,Male,Overall,"(34.140618, -87.885921)"
AL,"Marshall County, AL",639.2,Male,Overall,"(34.373461, -86.301726)"
AL,"Mobile County, AL",571.6,Male,Overall,"(30.801931, -88.209318)"
AL,"Monroe County, AL",484.5,Male,Overall,"(31.57641, -87.363884)"
AL,"Montgomery County, AL",475.6,Male,Overall,"(32.22779, -86.207305)"
AL,"Morgan County, AL",566.8,Male,Overall,"(34.45678, -86.853086)"
AL,"Perry County, AL",660.3,Male,Overall,"(32.640101, -87.292576)"
AL,"Pickens County, AL",589.5,Male,Overall,"(33.285701, -88.089005)"
AL,"Pike County, AL",486.3,Male,Overall,"(31.809652, -85.94098)"
AL,"Randolph County, AL",678.0,Male,Overall,"(33.302268, -85.45696)"
AL,"Russell County, AL",438.7,Male,Overall,"(32.294434, -85.183533)"
AL,"St. Clair County, AL",564.3,Male,Overall,"(33.714796, -86.317073)"
AL,"Shelby County, AL",377.9,Male,Overall,"(33.272349, -86.662124)"
AL,"Sumter County, AL",600.7,Male,Overall,"(32.592159, -88.198779)"
AL,"Talladega County, AL",502.1,Male,Overall,"(33.38655, -86.165729)"
AL,"Tallapoosa County, AL",525.2,Male,Overall,"(32.870228, -85.796142)"
AL,"Tuscaloosa County, AL",546.6,Male,Overall,"(33.297694, -87.520245)"
AL,"Walker County, AL",761.5,Male,Overall,"(33.808663, -87.297984)"
AL,"Washington County, AL",608.1,Male,Overall,"(31.414015, -88.206517)"
AL,"Wilcox County, AL",814.5,Male,Overall,"(31.997603, -87.309377)"
AL,"Winston County, AL",476.4,Male,Overall,"(34.155045, -87.372984)"
AL,"Autauga County, AL",337.0,Female,Overall,"(32.540743, -86.642658)"
AL,"Baldwin County, AL",302.3,Female,Overall,"(30.74338, -87.725037)"
AL,"Barbour County, AL",356.0,Female,Overall,"(31.875526, -85.392733)"
AL,"Bibb County, AL",325.7,Female,Overall,"(32.999586, -87.128286)"
AL,"Blount County, AL",333.5,Female,Overall,"(33.9833, -86.566107)"
AL,"Bullock County, AL",340.9,Female,Overall,"(32.105445, -85.716374)"
AL,"Butler County, AL",392.6,Female,Overall,"(31.756743, -86.685543)"
AL,"Calhoun County, AL",470.3,Female,Overall,"(33.776116, -85.827265)"
AL,"Chambers County, AL",313.2,Female,Overall,"(32.918605, -85.389755)"
AL,"Cherokee County, AL",422.4,Female,Overall,"(34.175592, -85.60109)"
AL,"Chilton County, AL",440.2,Female,Overall,"(32.85542, -86.717847)"
AL,"Choctaw County, AL",430.9,Female,Overall,"(32.023039, -88.263625)"
AL,"Clarke County, AL",341.3,Female,Overall,"(31.685276, -87.828202)"
AL,"Clay County, AL",464.2,Female,Overall,"(33.275512, -85.861243)"
AL,"Cleburne County, AL",442.5,Female,Overall,"(33.676437, -85.521058)"
